Strategy,SL,RR,Total Net Profit,Gross Profit,Gross Loss,Profit Factor,Profit Trade (%),Loss Trade (%),Total Trade,Expected Payoff,Max Consecutive Wins,Avg Consecutive Wins,Max Consecutive Loss,Avg Consecutive Loss,Max Draw Down (%),Max Draw Down (Time)
EMA_Stocastic_Strategy_5_30_10_3,0.2,3,-11.191542208017381,29.369732435160323,40.56127464317773,0.724083074152114,0.2,0.8,5,-2.2383084416034764,1,1.0,0,4.0,3.9403990000000007,
EMA_Stocastic_Strategy_5_40_10_3,0.05,1,-78.20635340868614,348.94717296136764,427.1535263700543,0.8169127758975014,0.45569620253164556,0.5443037974683544,79,-0.9899538406162802,5,2.0,5,2.388888888888889,12.335610324485446,
EMA_Stocastic_Strategy_5_40_10_3,0.05,2,-152.37796214416983,187.83285409695128,340.2108162411209,0.5521072380127582,0.21739130434782608,0.782608695652174,46,-3.3125643944384744,2,1.4285714285714286,9,5.142857142857143,16.772173841860564,
EMA_Stocastic_Strategy_5_40_10_3,0.05,3,-138.6877755543794,196.39483551100022,335.08261106538015,0.5861087058101035,0.16666666666666666,0.8333333333333334,42,-3.302089894151891,2,1.1666666666666667,8,5.833333333333333,16.004666429773216,
EMA_Stocastic_Strategy_5_40_10_3,0.1,1,-90.05778768840844,103.29874373413514,193.35653142254347,0.5342397434115925,0.3333333333333333,0.6666666666666666,30,-3.001926256280281,3,2.0,5,4.0,10.546722792354203,
EMA_Stocastic_Strategy_5_40_10_3,0.1,2,-80.53045173668909,114.01107811320718,194.5415298498965,0.5860500747638581,0.23076923076923078,0.7692307692307693,26,-3.097325066795734,2,1.2,5,4.0,9.696465139479685,
EMA_Stocastic_Strategy_5_40_10_3,0.1,3,-61.83996169703312,56.60758702483108,118.44754872186422,0.4779126933032249,0.14285714285714285,0.8571428571428571,14,-4.417140121216652,1,1.0,6,6.0,8.702358213238687,
EMA_Stocastic_Strategy_5_40_10_3,0.15,1,-55.29075151930965,62.671947249194105,117.96269876850381,0.5312861430220821,0.3333333333333333,0.6666666666666666,18,-3.071708417739425,3,1.5,4,3.0,6.8400591569748865,
EMA_Stocastic_Strategy_5_40_10_3,0.15,2,-50.607040442860125,38.27334960575527,88.8803900486154,0.4306163551354881,0.18181818181818182,0.8181818181818182,11,-4.600640040260012,1,1.0,5,4.5,6.821240756668624,
EMA_Stocastic_Strategy_5_40_10_3,0.15,3,-41.95529092075367,57.82406721589976,99.77935813665331,0.5795193344169094,0.16666666666666666,0.8333333333333334,12,-3.496274243396139,1,1.0,5,5.0,6.84864627409314,
EMA_Stocastic_Strategy_5_40_10_3,0.2,1,-27.425235127766314,42.351029522760214,69.77626465052653,0.6069546676778238,0.36363636363636365,0.6363636363636364,11,-2.493203193433301,2,1.3333333333333333,3,2.3333333333333335,3.9692139986080335,
EMA_Stocastic_Strategy_5_40_10_3,0.2,2,-21.010786978294732,39.23495062615697,60.2457376044517,0.6512485726999848,0.25,0.75,8,-2.6263483722868415,1,1.0,3,3.0,3.9690247610980034,
EMA_Stocastic_Strategy_5_40_10_3,0.2,3,-11.19159604414915,29.369676390651158,40.56127243480046,0.724081731850522,0.2,0.8,5,-2.23831920882983,1,1.0,0,4.0,3.9403989999999887,
EMA_Stocastic_Strategy_5_50_10_3,0.05,1,-105.49509613579187,336.51928106024616,442.01437719603774,0.7613310752355834,0.4375,0.5625,80,-1.3186887016973983,5,1.9444444444444444,5,2.6470588235294117,14.930823444582403,
EMA_Stocastic_Strategy_5_50_10_3,0.05,2,-169.6908379373657,187.58932913799237,357.2801670753577,0.5250482574321734,0.20833333333333334,0.7916666666666666,48,-3.5352257903617854,2,1.4285714285714286,9,5.428571428571429,18.428407582407548,
EMA_Stocastic_Strategy_5_50_10_3,0.05,3,-156.25546747540022,196.08421088800947,352.3396783634094,0.5565203777184718,0.1590909090909091,0.8409090909090909,44,-3.551260624440914,2,1.1666666666666667,9,6.166666666666667,17.6761735678208,
EMA_Stocastic_Strategy_5_50_10_3,0.1,1,-81.18392445603035,103.78677900860218,184.97070346463283,0.5610984716206512,0.3448275862068966,0.6551724137931034,29,-2.7994456708975983,3,2.0,5,3.8,9.643154335711293,
EMA_Stocastic_Strategy_5_50_10_3,0.1,2,-71.08099342741309,115.17322497474858,186.25421840216154,0.6183657259566904,0.24,0.76,25,-2.8432397370965234,2,1.2,5,3.8,8.784308221696689,
EMA_Stocastic_Strategy_5_50_10_3,0.1,3,-52.102169413225624,57.19232515334978,109.29449456657541,0.5232864233478088,0.15384615384615385,0.8461538461538461,13,-4.00785918563274,1,1.0,5,5.5,7.78015981135221,
EMA_Stocastic_Strategy_5_50_10_3,0.15,1,-45.61078353166101,63.31598962885515,108.92677316051629,0.5812711401590099,0.35294117647058826,0.6470588235294118,17,-2.682987266568295,3,1.5,3,2.75,5.899049653509972,
EMA_Stocastic_Strategy_5_50_10_3,0.15,2,-40.834996930847865,38.666417518697386,79.50141444954514,0.4863613784285144,0.2,0.8,10,-4.083499693084787,1,1.0,4,4.0,5.880041168352157,
EMA_Stocastic_Strategy_5_50_10_3,0.15,3,-32.00222949112117,58.42206345946644,90.42429295058749,0.6460881423910196,0.18181818181818182,0.8181818181818182,11,-2.9092935901019246,1,1.0,4,4.5,5.9077235091849944,
EMA_Stocastic_Strategy_5_50_10_3,0.2,1,-27.29779508613865,42.48761260448402,69.78540769062262,0.6088323334420137,0.36363636363636365,0.6363636363636364,11,-2.4816177351035136,2,1.3333333333333333,3,2.3333333333333335,3.9692139986080304,
EMA_Stocastic_Strategy_5_50_10_3,0.2,2,-21.008339339998315,39.23754888896751,60.24588822896583,0.6512900721098897,0.25,0.75,8,-2.6260424174997894,1,1.0,3,3.0,3.9690247610979994,
EMA_Stocastic_Strategy_5_50_10_3,0.2,3,-11.19152550840181,29.36974981980005,40.5612753282019,0.7240834905252478,0.2,0.8,5,-2.238305101680362,1,1.0,0,4.0,3.940398999999997,
EMA_Stocastic_Strategy_6_20_10_3,0.05,1,-132.2363648961898,346.21104657541366,478.4474114716033,0.7236135848463293,0.42528735632183906,0.5747126436781609,87,-1.5199582171975838,5,2.0555555555555554,8,2.7777777777777777,14.294673787732732,
EMA_Stocastic_Strategy_6_20_10_3,0.05,2,-178.670661579372,201.03862442301642,379.7092860023882,0.52945406350097,0.21153846153846154,0.7884615384615384,52,-3.435974261141769,2,1.5714285714285714,9,5.857142857142857,19.26818875777849,
EMA_Stocastic_Strategy_6_20_10_3,0.05,3,-181.53071289882962,189.88916150769808,371.4198744065278,0.5112520212094518,0.14893617021276595,0.851063829787234,47,-3.8623555935921194,2,1.1666666666666667,10,6.666666666666667,20.121273536682917,
EMA_Stocastic_Strategy_6_20_10_3,0.1,1,-90.82427591854105,101.69587407289484,192.5201499914358,0.5282349617815005,0.3333333333333333,0.6666666666666666,30,-3.027475863951368,3,2.0,6,4.0,10.546722792354208,
EMA_Stocastic_Strategy_6_20_10_3,0.1,2,-80.54429505601126,113.22387871342997,193.76817376944126,0.5843264996043754,0.23076923076923078,0.7692307692307693,26,-3.0978575021542794,2,1.2,6,4.0,9.696465139479708,
EMA_Stocastic_Strategy_6_20_10_3,0.1,3,-61.8403408557557,56.31692510689169,118.1572659626474,0.4766268468389827,0.14285714285714285,0.8571428571428571,14,-4.41716720398255,1,1.0,7,6.0,8.702358213238675,
EMA_Stocastic_Strategy_6_20_10_3,0.15,1,-55.290756817670285,62.67194128924483,117.96269810691517,0.531286095477761,0.3333333333333333,0.6666666666666666,18,-3.0717087120927937,3,1.5,4,3.0,6.840059156974886,
EMA_Stocastic_Strategy_6_20_10_3,0.15,2,-50.60704054159896,38.27334949777257,88.88039003937165,0.4306163539653516,0.18181818181818182,0.8181818181818182,11,-4.60064004923627,1,1.0,5,4.5,6.82124075666862,
EMA_Stocastic_Strategy_6_20_10_3,0.15,3,-41.95529092351296,57.82406721285307,99.77935813636593,0.5795193343880443,0.16666666666666666,0.8333333333333334,12,-3.4962742436260803,1,1.0,5,5.0,6.848646274093155,
EMA_Stocastic_Strategy_6_20_10_3,0.2,1,-37.0546882453483,32.32854802723721,69.38323627258536,0.46594177158627054,0.3,0.7,10,-3.7054688245348304,2,1.5,4,3.5,4.9200138600079635,
EMA_Stocastic_Strategy_6_20_10_3,0.2,2,-30.983774811743842,38.84082700482092,69.82460181656462,0.556262778366559,0.2222222222222222,0.7777777777777778,9,-3.442641645749316,1,1.0,4,3.5,4.929334513487033,
EMA_Stocastic_Strategy_6_20_10_3,0.2,3,-21.36420644962925,29.070486755647686,50.434693205277,0.5763986039793344,0.16666666666666666,0.8333333333333334,6,-3.5607010749382084,1,1.0,0,5.0,4.900995009999986,
EMA_Stocastic_Strategy_6_30_10_3,0.05,1,-96.57296655075754,345.563235165506,442.13620171626417,0.7815764323846688,0.4444444444444444,0.5555555555555556,81,-1.1922588463056487,5,2.0,6,2.5,13.212254221240599,
EMA_Stocastic_Strategy_6_30_10_3,0.05,2,-144.37998491236317,207.08601681338453,351.4660017257474,0.589206397764117,0.22916666666666666,0.7708333333333334,48,-3.0079163523408994,3,1.5714285714285714,9,5.285714285714286,15.956541145510808,
EMA_Stocastic_Strategy_6_30_10_3,0.05,3,-155.63036159401554,194.9854027442962,350.6157643383121,0.5561227491076333,0.1590909090909091,0.8409090909090909,44,-3.5370536725912625,2,1.1666666666666667,9,6.166666666666667,17.67617356782075,
EMA_Stocastic_Strategy_6_30_10_3,0.1,1,-81.172627936901,103.11969194178621,184.29231987868724,0.5595441633686421,0.3448275862068966,0.6551724137931034,29,-2.799056135755207,3,2.0,5,3.8,9.64315433571131,
EMA_Stocastic_Strategy_6_30_10_3,0.1,2,-71.08078734345168,114.39511564208044,185.47590298553197,0.6167653792255904,0.24,0.76,25,-2.843231493738067,2,1.2,5,3.8,8.78430822169669,
EMA_Stocastic_Strategy_6_30_10_3,0.1,3,-52.10216371171646,56.899083960928465,109.0012476726451,0.5220039694573866,0.15384615384615385,0.8461538461538461,13,-4.007858747055112,1,1.0,6,5.5,7.780159811352185,
EMA_Stocastic_Strategy_6_30_10_3,0.15,1,-55.15467561667151,62.825014496775935,117.97969011344762,0.532507030967485,0.3333333333333333,0.6666666666666666,18,-3.0641486453706395,3,1.5,4,3.0,6.840059156974866,
EMA_Stocastic_Strategy_6_30_10_3,0.15,2,-50.604504566106016,38.27612288653981,88.88062745264577,0.4306464072492371,0.18181818181818182,0.8181818181818182,11,-4.600409506009638,1,1.0,5,4.5,6.821240756668631,
EMA_Stocastic_Strategy_6_30_10_3,0.15,3,-41.955220054647725,57.82414546263659,99.7793655172844,0.5795200757477249,0.16666666666666666,0.8333333333333334,12,-3.4962683378873103,1,1.0,5,5.0,6.848646274093135,
EMA_Stocastic_Strategy_6_30_10_3,0.2,1,-27.32796701709094,32.426818343589126,59.754785360680096,0.5426647949258078,0.3333333333333333,0.6666666666666666,9,-3.0364407796767714,1,1.0,3,2.0,3.9596099596039926,
EMA_Stocastic_Strategy_6_30_10_3,0.2,2,-21.008918827989078,39.23693374003069,60.245852568019856,0.6512802469801668,0.25,0.75,8,-2.6261148534986347,1,1.0,3,3.0,3.9690247610979954,
EMA_Stocastic_Strategy_6_30_10_3,0.2,3,-11.191542208017381,29.369732435160326,40.56127464317773,0.724083074152114,0.2,0.8,5,-2.2383084416034764,1,1.0,0,4.0,3.9403990000000007,
EMA_Stocastic_Strategy_6_40_10_3,0.05,1,-78.11416482516904,339.74685413518085,417.86101896035,0.8130618524323724,0.45454545454545453,0.5454545454545454,77,-1.0144696730541434,5,1.9444444444444444,5,2.3333333333333335,12.335610324485474,
EMA_Stocastic_Strategy_6_40_10_3,0.05,2,-126.69086481348586,210.96573470849876,337.6565995219844,0.624793754978164,0.2391304347826087,0.7608695652173914,46,-2.7541492350757797,3,1.5714285714285714,9,5.0,14.25011850373512,
EMA_Stocastic_Strategy_6_40_10_3,0.05,3,-129.33383501187598,199.0221589065156,328.35599391839173,0.6061170272286236,0.17073170731707318,0.8292682926829268,41,-3.154483780777463,2,1.1666666666666667,8,5.666666666666667,15.156228716942675,
EMA_Stocastic_Strategy_6_40_10_3,0.1,1,-80.69741369812289,104.37123128008184,185.06864497820501,0.5639595583161768,0.3448275862068966,0.6551724137931034,29,-2.7826694378663066,3,2.0,5,3.8,9.643154335711293,
EMA_Stocastic_Strategy_6_40_10_3,0.1,2,-71.07211794434488,115.1838800490943,186.25599799343922,0.6184170243642387,0.24,0.76,25,-2.8428847177737953,2,1.2,5,3.8,8.78430822169667,
EMA_Stocastic_Strategy_6_40_10_3,0.1,3,-52.101923864536616,57.1925990142883,109.29452287882489,0.523288793507959,0.15384615384615385,0.8461538461538461,13,-4.007840297272048,1,1.0,5,5.5,7.780159811352208,
EMA_Stocastic_Strategy_6_40_10_3,0.15,1,-45.61078006570642,63.315993490387775,108.92677355609419,0.5812711734987894,0.35294117647058826,0.6470588235294118,17,-2.682987062688613,3,1.5,3,2.75,5.899049653509991,
EMA_Stocastic_Strategy_6_40_10_3,0.15,2,-40.83499686560458,38.666417589348235,79.5014144549529,0.4863613792841058,0.2,0.8,10,-4.083499686560458,1,1.0,4,4.0,5.880041168352148,
EMA_Stocastic_Strategy_6_40_10_3,0.15,3,-32.00222948927933,58.42206346148015,90.42429295075952,0.64608814241206,0.18181818181818182,0.8181818181818182,11,-2.9092935899344847,1,1.0,4,4.5,5.907723509184992,
EMA_Stocastic_Strategy_6_40_10_3,0.2,1,-27.297795086115116,42.487612604509295,69.78540769062431,0.6088323334423611,0.36363636363636365,0.6363636363636364,11,-2.481617735101374,2,1.3333333333333333,3,2.3333333333333335,3.9692139986080353,
EMA_Stocastic_Strategy_6_40_10_3,0.2,2,-21.008339339997974,39.23754888896799,60.24588822896585,0.6512900721098974,0.25,0.75,8,-2.6260424174997468,1,1.0,3,3.0,3.9690247610980083,
EMA_Stocastic_Strategy_6_40_10_3,0.2,3,-11.19152550840181,29.36974981980006,40.5612753282019,0.724083490525248,0.2,0.8,5,-2.238305101680362,1,1.0,0,4.0,3.940398999999997,
EMA_Stocastic_Strategy_6_50_10_3,0.05,1,-105.40563654209859,327.8072016385641,433.21283818066246,0.7566885667914091,0.4358974358974359,0.5641025641025641,78,-1.3513543146422897,5,2.0,6,2.75,14.922315676149989,
EMA_Stocastic_Strategy_6_50_10_3,0.05,2,-144.52845053976125,209.1565234086189,353.6849739483803,0.5913638939016531,0.22916666666666666,0.7708333333333334,48,-3.0110093862450262,3,1.5714285714285714,8,5.285714285714286,15.956541145510766,
EMA_Stocastic_Strategy_6_50_10_3,0.05,3,-155.63402827157802,196.96515718284846,352.5991854544265,0.5586092234699908,0.1590909090909091,0.8409090909090909,44,-3.5371370061722276,2,1.1666666666666667,9,6.166666666666667,17.67617356782076,
EMA_Stocastic_Strategy_6_50_10_3,0.1,1,-81.26457692936481,113.26970100040246,194.53427792976728,0.5822608858748083,0.3548387096774194,0.6451612903225806,31,-2.621437965463381,4,2.2,5,4.0,9.652190020277741,
EMA_Stocastic_Strategy_6_50_10_3,0.1,2,-80.37164013382619,114.39914043945441,194.7707805732807,0.5873526824852089,0.23076923076923078,0.7692307692307693,26,-3.0912169282240844,2,1.2,5,4.0,9.696465139479702,
EMA_Stocastic_Strategy_6_50_10_3,0.1,3,-61.835611959584185,56.6124859390914,118.44809789867561,0.4779518366560819,0.14285714285714285,0.8571428571428571,14,-4.416829425684584,1,1.0,6,6.0,8.70235821323869,
EMA_Stocastic_Strategy_6_50_10_3,0.15,1,-45.65273773449792,53.42570600493384,99.07844373943173,0.5392263340897755,0.3333333333333333,0.6666666666666666,15,-3.043515848966528,2,1.25,3,2.5,5.889638617371729,
EMA_Stocastic_Strategy_6_50_10_3,0.15,2,-40.83578667641643,38.665562314224715,79.50134899064123,0.4863510217767042,0.2,0.8,10,-4.0835786676416435,1,1.0,4,4.0,5.880041168352143,
EMA_Stocastic_Strategy_6_50_10_3,0.15,3,-32.00225178380845,58.422039084335594,90.42429086814415,0.6460878877062587,0.18181818181818182,0.8181818181818182,11,-2.909295616709859,1,1.0,4,4.5,5.907723509184977,
EMA_Stocastic_Strategy_6_50_10_3,0.2,1,-27.297795371576626,42.4876122985677,69.78540767014421,0.6088323292370028,0.36363636363636365,0.6363636363636364,11,-2.4816177610524206,2,1.3333333333333333,3,2.3333333333333335,3.969213998608038,
EMA_Stocastic_Strategy_6_50_10_3,0.2,2,-21.008339345480522,39.237548883147966,60.24588822862847,0.6512900720169401,0.25,0.75,8,-2.6260424181850652,1,1.0,3,3.0,3.9690247610979994,
EMA_Stocastic_Strategy_6_50_10_3,0.2,3,-11.191525508559721,29.369749819635583,40.56127532819543,0.7240834905213086,0.2,0.8,5,-2.238305101711944,1,1.0,0,4.0,3.9403989999999967,
EMA_Stocastic_Strategy_7_20_10_3,0.05,1,-132.23636489619025,348.06037685232747,480.2967417485175,0.7246777806262347,0.42528735632183906,0.5747126436781609,87,-1.5199582171975892,5,2.0555555555555554,8,2.7777777777777777,14.294673787732748,
EMA_Stocastic_Strategy_7_20_10_3,0.05,2,-178.670661579372,202.17031242941135,380.8409740087831,0.530852314291027,0.21153846153846154,0.7884615384615384,52,-3.435974261141769,2,1.5714285714285714,9,5.857142857142857,19.26818875777849,
EMA_Stocastic_Strategy_7_20_10_3,0.05,3,-181.53071289882962,191.01741077483177,372.54812367366145,0.5127321777686795,0.14893617021276595,0.851063829787234,47,-3.8623555935921194,2,1.1666666666666667,10,6.666666666666667,20.121273536682917,
EMA_Stocastic_Strategy_7_20_10_3,0.1,1,-72.36432600606145,103.42834741008936,175.7926734161509,0.5883541412743934,0.35714285714285715,0.6428571428571429,28,-2.5844402145021945,3,2.0,4,3.6,8.730458924960907,
EMA_Stocastic_Strategy_7_20_10_3,0.1,2,-70.9200962726486,115.17087439539424,186.09097066804298,0.6188955540505023,0.24,0.76,25,-2.836803850905944,2,1.2,4,3.8,8.784308221696657,
EMA_Stocastic_Strategy_7_20_10_3,0.1,3,-42.52294751541001,57.19728977842663,99.72023729383662,0.5735775538709214,0.16666666666666666,0.8333333333333334,12,-3.5435789596175007,1,1.0,5,5.0,6.84864627409315,
EMA_Stocastic_Strategy_7_20_10_3,0.15,1,-55.02081573454609,62.97558901674141,117.99640475128754,0.5337076934630437,0.3333333333333333,0.6666666666666666,18,-3.0567119852525604,3,1.5,4,3.0,6.840059156974888,
EMA_Stocastic_Strategy_7_20_10_3,0.15,2,-50.60200998656012,38.2788510039487,88.8808609905089,0.43067596980227596,0.18181818181818182,0.8181818181818182,11,-4.60018272605092,1,1.0,5,4.5,6.821240756668617,
EMA_Stocastic_Strategy_7_20_10_3,0.15,3,-41.955150342609386,57.82422243511125,99.77937277772057,0.5795208050057281,0.16666666666666666,0.8333333333333334,12,-3.496262528550782,1,1.0,5,5.0,6.84864627409315,
EMA_Stocastic_Strategy_7_20_10_3,0.2,1,-27.32796612440154,32.426819291119806,59.75478541552126,0.5426648102847502,0.3333333333333333,0.6666666666666666,9,-3.03644068048906,1,1.0,3,2.0,3.9596099596040006,
EMA_Stocastic_Strategy_7_20_10_3,0.2,2,-21.008918810843852,39.236933758230954,60.24585256907495,0.6512802472708608,0.25,0.75,8,-2.6261148513554815,1,1.0,3,3.0,3.9690247610979834,
EMA_Stocastic_Strategy_7_20_10_3,0.2,3,-11.191542207523412,29.369732435674685,40.561274643198004,0.7240830741644332,0.2,0.8,5,-2.2383084415046826,1,1.0,0,4.0,3.940399000000008,
EMA_Stocastic_Strategy_7_30_10_3,0.05,1,-87.42428987459868,347.9690519483477,435.39334182294647,0.7992061855871236,0.45,0.55,80,-1.0928036234324836,5,2.0,5,2.4444444444444446,13.212254221240608,
EMA_Stocastic_Strategy_7_30_10_3,0.05,2,-135.5820279050522,208.81940384195383,344.401431747006,0.606325597378325,0.23404255319148937,0.7659574468085106,47,-2.884723997979834,3,1.5714285714285714,9,5.142857142857143,15.107617318697752,
EMA_Stocastic_Strategy_7_30_10_3,0.05,3,-146.88189610942152,196.70797113882477,343.58986724824655,0.5725080681634351,0.16279069767441862,0.8372093023255814,43,-3.415858049056314,2,1.1666666666666667,9,6.0,16.844619765475503,
EMA_Stocastic_Strategy_7_30_10_3,0.1,1,-71.73184968462942,104.18068188977733,175.91253157440642,0.5922300188472452,0.35714285714285715,0.6428571428571429,28,-2.5618517744510507,3,2.0,4,3.6,8.730458924960956,
EMA_Stocastic_Strategy_7_30_10_3,0.1,2,-61.52379587839425,115.5717982081301,177.09559408652427,0.6525955589367444,0.25,0.75,24,-2.563491494933094,2,1.2,4,3.6,7.862937597673415,
EMA_Stocastic_Strategy_7_30_10_3,0.1,3,-42.2603640848879,57.487220999616994,99.74758508450495,0.5763269451677905,0.16666666666666666,0.8333333333333334,12,-3.5216970070739912,1,1.0,5,5.0,6.84864627409314,
EMA_Stocastic_Strategy_7_30_10_3,0.15,1,-55.017146396018006,62.979716533355656,117.99686292937372,0.5337406009772631,0.3333333333333333,0.6666666666666666,18,-3.0565081331121116,3,1.5,4,3.0,6.840059156974883,
EMA_Stocastic_Strategy_7_30_10_3,0.15,2,-50.60194160567778,38.27892578652104,88.88086739219898,0.4306767801624848,0.18181818181818182,0.8181818181818182,11,-4.600176509607071,1,1.0,5,4.5,6.821240756668614,
EMA_Stocastic_Strategy_7_30_10_3,0.15,3,-41.955148431677685,57.82422454506431,99.7793729767421,0.5795208249959914,0.16666666666666666,0.8333333333333334,12,-3.4962623693064736,1,1.0,5,5.0,6.848646274093133,
EMA_Stocastic_Strategy_7_30_10_3,0.2,1,-27.425233303321193,42.351031478098,69.77626478141924,0.6069546945622071,0.36363636363636365,0.6363636363636364,11,-2.493203027574654,2,1.3333333333333333,3,2.3333333333333335,3.969213998608022,
EMA_Stocastic_Strategy_7_30_10_3,0.2,2,-21.01078694325406,39.234950663353985,60.24573760660806,0.6512485732940964,0.25,0.75,8,-2.6263483679067576,1,1.0,3,3.0,3.9690247610980034,
EMA_Stocastic_Strategy_7_30_10_3,0.2,3,-11.191596043139498,29.369676391702377,40.561272434841875,0.7240817318756996,0.2,0.8,5,-2.2383192086278996,1,1.0,0,4.0,3.9403989999999967,
